,CHLOROPHYLL,CHLOROPHYLL_A,CHLOROPHYLL_B,CLOUD_COVER,DEPTH_CLASS,DOC,ID,LATITUDE,LOCATION,LONGITUDE,MISSION,N_TOTAL,N_TOTAL_DISSOLVED,POC,P_ORGANIC,P_TOTAL,SAMPLE_SITE,SAMPLING_DEPTH,SILICA,SPM,TOC,TOTAL_DEPTH,TURBIDITY,WATER_PERIOD,blue_max,blue_mean,blue_median,blue_min,blue_stdDev,count_pixel,datetime,dif_date_point,green_max,green_mean,green_median,green_min,green_stdDev,img_date,nir_max,nir_mean,nir_median,nir_min,nir_stdDev,red_max,red_mean,red_median,red_min,red_stdDev,system_index,dif_date_point_abs,satellite
0,0.6993333333333335,2.1440399999999995,1.9471400000000005,51.0,1,2.854,3,-2.19696,LG,-55.29953,I,0.3364,0.279,3.771,0.02585875999999999,0.066088,3,0.2,2.43,34.40000000000004,6.625,4.63,39.800000000000004,R,0.0185740244810621,0.0169883202837287,0.0172474681839183,0.0132789073064972,0.0014912254649108,9,2013-03-09 11:20:00,7.104248935185185,0.0295945690124134,0.0279050314282714,0.027787689101078,0.0243335505255951,0.0014538824842838,2013-03-16T13:50:07,0.0173592335468718,0.016160860790748,0.0157072707534703,0.0146684695408046,0.0008031981153667,0.0375219160825359,0.0361510782746141,0.0367260012628751,0.0317016178522054,0.0016950473833851,3_BOA_LE07_228061_20130316,7.104248935185185,LD7
1,0.8273333333333333,10.23478,8.205020000000001,51.0,1,1.017,4,-2.221738,LG,-55.270194,I,0.376,0.04269,6.223000000000001,0.06377527999999999,0.113632,4,0.2,2.45,44.39999999999999,7.24,5.44,51.27333333333333,R,0.0182559181366529,0.0175702850577656,0.0174555487816452,0.0169361784021539,0.0003874856826731,9,2013-03-09 13:00:00,7.034804490740741,0.0298374885661217,0.0292318280323971,0.028995949925231,0.0288775793141878,0.0002674761293814,2013-03-16T13:50:07,0.0145277154719722,0.0132337175479678,0.0131468508735063,0.0118867692335376,0.0008177786722621,0.0359524503232257,0.0348515392546663,0.0348546184033074,0.0339014939692164,0.0005714093931987,4_BOA_LE07_228061_20130316,7.034804490740741,LD7
2,1.21,44.09388,19.88334,51.0,1,1.39,8,-2.20957,LG,-55.34711,I,0.3736,0.09461,5.89,0.04609018,0.105741,5,0.2,2.3,44.8,7.28,1.8,58.5,R,0.0161329870560219,0.0145596416594308,0.0140082376340417,0.0120724797061385,0.0014341825009298,9,2013-03-09 14:35:00,6.9688322685185184,0.0230239101079763,0.0200753120615705,0.0180380938068867,0.0166528896586775,0.0024488936796201,2013-03-16T13:50:07,0.0113830798828952,0.0102056978208883,0.0100774864252792,0.008829720280975,0.0008816618467725,0.0274128348351592,0.0241308096433628,0.0227494581165485,0.0199390112466512,0.0028032524170872,8_BOA_LE07_228061_20130316,6.9688322685185184,LD7
3,0.4788235294117647,5.2461400000000005,4.278520000000001,51.0,1,3.665,16,-2.262023,PQ,-55.456187,I,0.3896,0.207,2.7039999999999997,0.0669758,0.081673,13,0.2,1.97,45.20000000000002,6.369,4.5,47.19999999999999,R,0.0320620744879084,0.0315648703237448,0.0315269876119066,0.0311691145619025,0.000278935805071,6,2013-03-11 08:00:00,5.243137824074074,0.0402550118927447,0.0390399856225973,0.0395183717560917,0.0371805525754914,0.0012561368096332,2013-03-16T13:50:07,0.0212809992628445,0.0203319075428204,0.0201753239976316,0.0195916267578409,0.0006608202748485,0.0447892779628771,0.0435384754617486,0.0434501477754384,0.0423802279862835,0.0008668535297119,16_BOA_LE07_228061_20130316,5.243137824074074,LD7
4,0.6329999999999999,4.23382,0.0,51.0,1,3.98,21,-2.133265,GP,-55.488798,I,0.4277,0.2430999999999999,2.9120000000000004,0.0850073,0.100612,15,0.2,2.15,39.20000000000001,6.892,4.6,44.599999999999994,R,0.0233142560976017,0.0217848247349668,0.021786792999094,0.0205754703708041,0.0007960303923159,9,2013-03-11 13:00:00,5.034804490740741,0.0352311569597928,0.032778520037461,0.0330275069166319,0.0306173915221249,0.0012371012701851,2013-03-16T13:50:07,0.0151637572189671,0.0140108447043697,0.0141827091246966,0.0128861871424832,0.0007578342195563,0.0408558443886156,0.0388422888028888,0.0395776527724223,0.0369006824555549,0.0011358605406672,21_BOA_LE07_228061_20130316,5.034804490740741,LD7
5,1.074375,12.625559999999998,0.043840000000001725,51.0,1,3.504,27,-2.078954,SN,-55.526776,I,0.3786,0.238,2.98,0.1251926,0.141251,18,0.2,2.12,36.8,6.484,4.5,42.925,R,0.0211227447392451,0.0193833779566413,0.0188720509396551,0.0152886916840766,0.0015725596610229,9,2013-03-11 16:30:00,4.888971157407408,0.0300986476134934,0.0270278356318681,0.028404493280346,0.0206582874113755,0.0029232851799255,2013-03-16T13:50:07,0.0144747031366086,0.0134466863012785,0.0139831370436417,0.0106298224851231,0.0012677423853259,0.0346601253420068,0.031688381412445,0.0328389535271659,0.0256232837099619,0.0030292454290394,27_BOA_LE07_228061_20130316,4.888971157407408,LD7
6,0.5223529411764707,5.01372,0.0,51.0,1,4.37,29,-2.151079,PC,-55.565754,I,0.4128,0.2928,2.7009999999999996,0.0799566,0.086013,20,0.2,2.44,41.20000000000002,7.071,5.2,45.32941176470588,R,0.0252250977235176,0.024378283574101,0.0246140882917845,0.0233704764047278,0.0006507231417388,9,2013-03-12 08:30:00,4.222304490740741,0.0342541966479363,0.0333484127827768,0.0333387750715019,0.0318723235963162,0.0006957749047207,2013-03-16T13:50:07,0.0170850827588802,0.0158426325036312,0.0159349819182621,0.014543760299555,0.0007595013237783,0.0405125243466055,0.0393467774325569,0.0393596256587296,0.0372982459078079,0.0009358285818398,29_BOA_LE07_228061_20130316,4.222304490740741,LD7
7,0.6505555555555558,14.39862,0.0,51.0,1,1.719,30,-2.173808,PD,-55.59809,I,0.4462,0.1722,4.867999999999999,0.059079099999999996,0.105741,21,0.2,2.38,45.19999999999996,6.587,5.0,48.08888888888888,R,0.0205204257762491,0.0194146745494585,0.0197972217498041,0.0172676828955605,0.0009589739730162,9,2013-03-12 10:15:00,4.149387824074074,0.0256237736941196,0.0240527828977264,0.0240261840999929,0.0227977586919698,0.0008690724740131,2013-03-16T13:50:07,0.0168155301208387,0.0157290573994753,0.0156779298372048,0.0143759586144789,0.0007841279273321,0.0277898071085442,0.0262514184268435,0.0261834249486041,0.0249767661055286,0.000902130190318,30_BOA_LE07_228061_20130316,4.149387824074074,LD7
8,0.8205,0.5277800000000001,2.1738,51.0,1,1.648,34,-2.142593,PC,-55.625756,I,0.3387,0.1222,4.268000000000001,0.0812591,0.086408,22,0.2,2.71,37.599999999999966,5.916,5.0,39.11999999999999,R,0.0270881961105477,0.0266335794316711,0.026807432654422,0.0260684974598885,0.0003283714605364,9,2013-03-12 11:15:00,4.107721157407408,0.0355221758386972,0.0348767215422791,0.0351927434977879,0.0341423841092725,0.0005846678126547,2013-03-16T13:50:07,0.01782477528266,0.0172504709997771,0.0173098517931893,0.0158452666458759,0.0005473029257685,0.0398663380208534,0.0393030256606748,0.0393212148309746,0.0387990143919822,0.0003316143898353,34_BOA_LE07_228061_20130316,4.107721157407408,LD7
9,1.106666666666667,29.82148,0.0,51.0,1,2.675,40,-2.207789,PD,-55.623565,I,0.6296,0.1255,5.638000000000001,0.0837534,0.116986,25,0.2,2.54,47.60000000000003,8.313,1.7,52.4,R,0.0430459939485454,0.0196457699390135,0.0191957017933103,0.016293792338897,0.0101338346535248,5,2013-03-12 15:30:00,3.930637824074074,0.0448049659148089,0.0259070238059978,0.026440967482864,0.0207583986704846,0.0086574535394108,2013-03-16T13:50:07,0.026453369157897,0.0235715650321522,0.0232472986136899,0.019622908084001,0.002328797962727,0.0663570859130245,0.0296583922588763,0.0298062860140258,0.0253825385755314,0.0156528911056945,40_BOA_LE07_228061_20130316,3.930637824074074,LD7
