CHLOROPHYLL,CHLOROPHYLL_A,CHLOROPHYLL_B,CLOUD_COVER,DEPTH_CLASS,DOC,ID,LATITUDE,LOCATION,LONGITUDE,MISSION,N_TOTAL,N_TOTAL_DISSOLVED,POC,P_ORGANIC,P_TOTAL,SAMPLE_SITE,SAMPLING_DEPTH,SILICA,SPM,TOC,TOTAL_DEPTH,TURBIDITY,WATER_PERIOD,blue_max,blue_mean,blue_median,blue_min,blue_stdDev,count_pixel,datetime,dif_date_point,green_max,green_mean,green_median,green_min,green_stdDev,img_date,nir_max,nir_mean,nir_median,nir_min,nir_stdDev,red_max,red_mean,red_median,red_min,red_stdDev,system_index
1.9066666666666665,9.32688,0.9149999999999994,22.92,1,3.89,71,-2.258797,PQ,-55.623565,II,0.2193,0.2243,0.14800000000000013,"< 0,01",0.03629907279542316,9,0.2,3.17,14.750000000000005,4.038,5.1,27.26666666666667,F,0.005281362189192302,0.005008177926681376,0.004945340068897838,0.004816308204679988,0.00013394118713896228,9,2013-09-08 14:45:00,7.965948113425926,0.013126519026197846,0.012656366905428082,0.012543778242084252,0.012290870263996334,0.00025703242078120423,2013-09-16T13:55:57,0.0042260089077825296,0.004173445444394671,0.004151099617680348,0.004053289979511579,5.562905068434951e-05,0.016217327837478677,0.015313034475203737,0.015073421832305573,0.014731283848311797,0.0004231697674580431,71_BOA_LC08_228061_20130916
1.9066666666666665,9.32688,0.9149999999999994,28.02,1,3.89,71,-2.258797,PQ,-55.623565,II,0.2193,0.2243,0.14800000000000013,"< 0,01",0.03629907279542316,9,0.2,3.17,14.750000000000005,4.038,5.1,27.26666666666667,F,0.005537967381423577,0.005222724472197445,0.005170225774350902,0.005056872214633438,0.00014964621313401187,9,2013-09-08 14:45:00,7.966224976851852,0.013323983116312468,0.012860095565905326,0.012759170728517889,0.012506873317160652,0.00026645347760006105,2013-09-16T13:56:21,0.004327833920309398,0.004231565024286639,0.004222314793073589,0.004137910627995402,6.069235541375307e-05,0.01651857908596449,0.015527974131351508,0.015276031054924411,0.014949172677043753,0.00046959123021885586,71_BOA_LC08_228062_20130916
2.7699999999999996,43.91885999999999,5.135179999999999,22.92,1,4.128,72,-2.274821,PQ,-55.625139,II,0.2429,0.2502,0.16,0.03629907279542316,0.03629907279542316,10,0.2,2.87,10.250000000000016,4.288,3.7,7.233333333333333,F,-0.002038143825758983,-0.013409906318680205,-0.01504306518396175,-0.026247043630454207,0.008543631480224854,9,2013-09-08 13:30:00,8.01803144675926,0.0024943327692438233,-0.007493172319057856,-0.009038049134686659,-0.01881817815561141,0.007472424175596255,2013-09-16T13:55:57,0.03459091872987443,0.018791207744882105,0.02071982592072405,0.004188202216433276,0.01120662776302758,0.0020590449231223168,-0.008789357274998622,-0.010518864648995539,-0.02099003796467287,0.008148720791493185,72_BOA_LC08_228061_20130916
2.7699999999999996,43.91885999999999,5.135179999999999,28.02,1,4.128,72,-2.274821,PQ,-55.625139,II,0.2429,0.2502,0.16,0.03629907279542316,0.03629907279542316,10,0.2,2.87,10.250000000000016,4.288,3.7,7.233333333333333,F,-0.001439495625142168,-0.011765589929539006,-0.01141528963862617,-0.029963693921655116,0.009317205667966,9,2013-09-08 13:30:00,8.018308310185185,0.0030905752779927364,-0.006057443928180238,-0.00579083249802443,-0.022033543926658933,0.00815561952198184,2013-09-16T13:56:21,0.03962131260163242,0.016853598099909172,0.01563908620736899,0.0034778567217411734,0.012158206744064516,0.002666179337663688,-0.007278347324212163,-0.0070380773874204015,-0.024677003785326987,0.008928402931050898,72_BOA_LC08_228062_20130916
2.216666666666667,44.738425,0.8987750000000037,22.92,1,4.38,73,-2.251349,PQ,-55.543966,II,0.3108,0.2989,0.2160000000000002,0.053450827896426946,0.060958768987966074,7,0.2,3.21,26.999999999999975,4.596,4.2,19.3,F,0.0037331371376314593,0.004283519319328357,0.003274167153401626,0.0012679421572610004,0.0007964652162226123,8,2013-09-09 11:15:00,7.1117814467592595,0.010865380694609381,0.010918376742755753,0.010724923926528549,0.008801691785346108,0.0007432647548473703,2013-09-16T13:55:57,0.010345728625847147,0.009120513334766175,0.008868201509522639,0.007288370516202038,0.0008989616178741939,0.011250691443703324,0.011418825340424819,0.011077177744397409,0.008972439630763308,0.0007504737636840453,73_BOA_LC08_228061_20130916
2.216666666666667,44.738425,0.8987750000000037,28.02,1,4.38,73,-2.251349,PQ,-55.543966,II,0.3108,0.2989,0.2160000000000002,0.053450827896426946,0.060958768987966074,7,0.2,3.21,26.999999999999975,4.596,4.2,19.3,F,0.004083869591960224,0.004412062500081758,0.0035056268179148274,0.0006142115652935931,0.0011887087809471881,8,2013-09-09 11:15:00,7.112058310185185,0.011030222642384197,0.011142048628163592,0.01064304016144358,0.008128971544009479,0.00090295387411083,2013-09-16T13:56:21,0.010683461803190807,0.009783861264775396,0.008678635128624951,0.006605866599960437,0.0014028848609100068,0.011405811320526874,0.011615440055862503,0.010996819380766087,0.008288303775976103,0.000980132431708871,73_BOA_LC08_228062_20130916
1.9233333333333331,12.126819999999999,0.8066000000000019,22.92,1,4.119,74,-2.240289,PQ,-55.582417,II,0.2746,0.2767,0.06500000000000039,0.04762399020573551,0.054843164332215436,8,0.2,3.31,19.999999999999982,4.184,4.2,22.666666666666668,F,0.005607216408793617,0.0051538656704921545,0.005342223687410875,0.003950136694356312,0.000536273706372274,9,2013-09-09 10:20:00,7.149975891203704,0.01323270668671817,0.0126741714309516,0.012724159642403827,0.0118962725708706,0.0003899873820901027,2013-09-16T13:55:57,0.005421939364140923,0.004600265954266015,0.004572094488021249,0.004026557198188365,0.0004138812341263211,0.015039021671011213,0.014446732002013254,0.014659075862095578,0.013421667860209985,0.0005066312100847235,74_BOA_LC08_228061_20130916
1.9233333333333331,12.126819999999999,0.8066000000000019,28.02,1,4.119,74,-2.240289,PQ,-55.582417,II,0.2746,0.2767,0.06500000000000039,0.04762399020573551,0.054843164332215436,8,0.2,3.31,19.999999999999982,4.184,4.2,22.666666666666668,F,0.005814862734387553,0.005257285147318119,0.005519759052821158,0.0038542014966515183,0.0006201321639109686,9,2013-09-09 10:20:00,7.15025275462963,0.013361256162981469,0.012756835408552674,0.012859918189726647,0.01188874457174866,0.00041902878233301353,2013-09-16T13:56:21,0.00563321668720255,0.004673297005629283,0.004682741442305412,0.0038463755919258113,0.0005143744869738241,0.015111036926232306,0.014517405588438973,0.01455907844036202,0.01335896471185124,0.0005668619001586002,74_BOA_LC08_228062_20130916
2.335,157.77267999999998,0.35940000000002303,22.92,1,6.79,75,-2.251349,PQ,-55.492699,II,0.5651,0.6089,0.32899999999999974,0.022063812770996755,0.052673111067271655,11,0.2,3.3,22.000000000000004,7.119,4.3,40.35,F,0.005253368437910863,0.0014184297781384438,0.0022065923072104015,-0.0057238911859751,0.003030836812298984,9,2013-09-09 14:15:00,6.9867814467592595,0.013306953407449498,0.009618419595661698,0.01064668941703427,0.002180253855112148,0.0031160212544259084,2013-09-16T13:55:57,0.005368298674943022,0.004299623703485327,0.004156748071712632,0.001754310946455933,0.0009128546533775884,0.016237858551135465,0.010028010815210157,0.01061435998153352,0.003280327255775064,0.00325172101564754,75_BOA_LC08_228061_20130916
2.335,157.77267999999998,0.35940000000002303,28.02,1,6.79,75,-2.251349,PQ,-55.492699,II,0.5651,0.6089,0.32899999999999974,0.022063812770996755,0.052673111067271655,11,0.2,3.3,22.000000000000004,7.119,4.3,40.35,F,0.0052652255198030185,0.001462847748749181,0.002352986953083218,-0.006333744726528312,0.0030896727884884042,9,2013-09-09 14:15:00,6.987058310185185,0.013322426943004503,0.00969017247829541,0.010774428769283265,0.001562989817545801,0.0031452234751449823,2013-09-16T13:56:21,0.00537772782208472,0.004194865455105813,0.004253605599917202,0.002031297681818667,0.001138015530468192,0.014968675615956308,0.010198424964796853,0.010400437798674023,0.003544210048103026,0.0031010422184597672,75_BOA_LC08_228062_20130916
