,area_km2,mean_SPM,max_SPM,min_SPM,stdDev_SPM,month_end,month_init,timestamp,year,WATER_PERIOD
46,1580.300956896697,22.611113662197894,219.99742126464844,5.2875285148620605,13.17119068124191,6,4,2014-04-01,2014,HW
47,1583.4154488606057,21.8931340058901,216.640869140625,5.868872165679932,8.769870441344569,9,7,2014-07-01,2014,F
48,985.2053697727463,94.66457800297202,303.24090576171875,7.015099048614502,57.12801492145994,12,10,2014-10-01,2014,LW
49,1083.9028744780796,54.10501303324405,306.0490417480469,5.7165446281433105,30.810917412288088,3,1,2015-01-01,2015,R
50,1556.7299237979832,21.83687913568067,216.90159606933594,5.51995325088501,12.065620815651565,6,4,2015-04-01,2015,HW
51,1565.388116773584,22.103686519735877,218.86178588867188,5.868872165679932,9.685504508011611,9,7,2015-07-01,2015,F
52,829.9084904297357,180.8740632526597,306.0490417480469,6.6850409507751465,72.75249784300179,12,10,2015-10-01,2015,LW
53,1388.2745592845326,39.62299214086635,282.4901123046875,5.852083206176758,16.298503635509242,6,4,2016-04-01,2016,HW
54,1372.7260412487697,48.57539683524544,242.5037384033203,5.868872165679932,19.453886162711573,9,7,2016-07-01,2016,F
55,768.1527080640961,208.21743597275415,304.2342529296875,11.162420272827148,51.19691493128569,12,10,2016-10-01,2016,LW
56,1106.3916473157649,65.66921891702691,306.0490417480469,5.342865943908691,44.56432785263114,3,1,2017-01-01,2017,R
57,1486.7107222734867,21.57669413751263,282.4901123046875,5.487191200256348,17.69505374759135,6,4,2017-04-01,2017,HW
58,1465.9842375528817,26.765213397586653,274.2379455566406,5.881446838378906,10.923696566961345,9,7,2017-07-01,2017,F
59,727.432806265263,202.75158976914858,306.0490417480469,19.48335075378418,49.79092648058735,12,10,2017-10-01,2017,LW
60,1076.2911437994255,58.51637684018039,282.7364501953125,5.8980278968811035,27.69147783797194,3,1,2018-01-01,2018,R
61,1422.8912203205166,21.919138742990597,217.62596130371094,5.733511924743652,13.9211837352394,6,4,2018-04-01,2018,HW
62,1415.8447005215914,19.468524931045426,216.640869140625,5.80126428604126,9.132717349482313,9,7,2018-07-01,2018,F
63,816.9178145145135,173.033619325068,298.0132751464844,9.400065422058105,66.87423755132905,12,10,2018-10-01,2018,LW
64,1283.1954287219367,52.29826259227585,298.89215087890625,5.972805500030518,21.55826486435021,3,1,2019-01-01,2019,R
65,1417.6842744644446,19.032279131990876,217.07496643066406,5.401381969451904,13.803993167041629,6,4,2019-04-01,2019,HW
66,1482.1809800179833,18.263308481446185,218.4886932373047,5.733511924743652,9.25423850119173,9,7,2019-07-01,2019,F
67,921.8223100224473,102.02514206231103,306.0490417480469,6.701792240142822,59.530293528361184,12,10,2019-10-01,2019,LW
68,1335.5829489994217,47.75371035633977,243.5839385986328,5.597198486328125,17.74368108257112,3,1,2020-01-01,2020,R
69,1403.435240878051,19.873024570218373,230.52732849121094,5.6749958992004395,12.993772437088868,6,4,2020-04-01,2020,HW
70,1394.8962547089277,19.164590027866257,217.36019897460938,5.6749958992004395,8.774552342747299,9,7,2020-07-01,2020,F
71,821.724967283314,184.98648149468642,305.0556945800781,8.807524681091309,63.06283128026474,12,10,2020-10-01,2020,LW
72,1093.3088247364974,61.340301476380105,304.2342529296875,5.784241199493408,36.430000537626135,3,1,2021-01-01,2021,R
73,1544.202690772171,18.729656086631014,216.90159606933594,5.597198486328125,14.526608730239484,6,4,2021-04-01,2021,HW
74,1539.9153565680012,21.945957890140825,216.640869140625,5.597198486328125,9.261529720222446,9,7,2021-07-01,2021,F
75,1036.4536651414383,107.08521757735247,302.4209289550781,6.428311824798584,55.54495367136191,12,10,2021-10-01,2021,LW
76,1330.3703741265883,47.92539251536977,296.4863586425781,5.846163272857666,19.810354096741236,3,1,2022-01-01,2022,R
77,1581.8749966002758,19.999675293307515,217.07496643066406,5.844900131225586,15.738328068116306,6,4,2022-04-01,2022,HW
78,1544.6632979693632,19.139411431183643,217.12896728515625,5.819321632385254,8.658946837444299,9,7,2022-07-01,2022,F
79,725.4972554661615,176.59049454130417,306.0490417480469,6.333446979522705,71.57193960331979,12,10,2022-10-01,2022,LW
80,1287.6160641720653,47.298454219519435,283.12060546875,5.868872165679932,20.10878860387064,3,1,2023-01-01,2023,R
81,1404.2962048977622,19.596015648586864,218.76956176757812,5.6749958992004395,11.732605773479362,6,4,2023-04-01,2023,HW
82,1393.7331065810206,27.69130328268878,233.44644165039062,5.80126428604126,10.494393513461057,9,7,2023-07-01,2023,F
83,463.7864513067248,208.96830536960283,306.0490417480469,6.781344413757324,61.41825886096975,12,10,2023-10-01,2023,LW
84,949.0246206829823,36.72279188982306,306.0490417480469,5.868872165679932,20.21438586167157,3,1,2024-01-01,2024,R
85,1296.697902559032,32.58017597525911,282.4901123046875,5.7549729347229,18.713886612798042,6,4,2024-04-01,2024,HW
86,1268.9244081845397,39.45889234137901,226.23983764648438,5.868872165679932,12.820445949268205,9,7,2024-07-01,2024,F
87,390.82637899074655,198.9158257869487,306.0490417480469,6.048137187957764,66.0960925614393,12,10,2024-10-01,2024,LW
