,area_km2,mean_SPM,max_SPM,min_SPM,stdDev_SPM,month_init,year,water_period,mean_precipitation,discharge_max,discharge_min,discharge_mean,mean_u__wind,mean_v__wind
16,920.7168240625948,193.2530501560156,306.0490417480469,6.669885158538818,56.40315173735279,10,2004,LW,178.50426441470756,121083.40833333333,106903.96466666664,112652.45333333332,-1.288895932570146,0.3347664673951109
17,1202.8769060774982,66.27671491207117,306.0490417480469,5.868872165679932,44.62965460546685,1,2005,R,1170.4427724615043,170517.97,143577.55666666667,156845.58666666667,-1.0586014096126326,-0.1919178121541671
18,1450.5482690416954,22.78806323135916,282.4901123046875,5.296957015991211,17.85587643770239,4,2005,HW,733.6500097822515,223222.1233333333,212010.43333333332,218473.13666666663,-1.7314427828165044,-0.1865566296430146
19,1320.8594519886892,34.010818575267905,294.67303466796875,6.657832622528076,15.17539456529466,7,2005,F,185.5643444664191,172645.10833333334,132171.28166666668,153583.09833333333,-1.376271425655947,-0.3804167334501711
20,469.40875297792735,211.5740078823621,306.0490417480469,10.77880573272705,46.65707463377392,10,2005,LW,409.9565574730752,101696.19466666668,79301.90000000001,90882.42166666668,-1.1890427443266791,0.1090348263025768
21,1176.3179675661827,43.22066817002322,288.7114562988281,6.377503871917725,21.37171776981443,1,2006,R,1069.561572615088,192373.57666666663,162708.99666666667,178373.14666666664,-1.330115527704735,-0.2835305082950681
22,1504.609894959393,27.31738180082992,282.4901123046875,5.892349243164063,12.794182542219234,4,2006,HW,1198.422789257381,241208.07333333333,228585.11666666667,234975.21333333332,-1.2596308545876953,-0.0991116840729626
23,1512.5830592129105,27.4418854365057,304.2342529296875,5.881446838378906,15.890645049757577,7,2006,F,162.42469362841456,198305.98,159165.60133333332,179350.76,-1.5023813438596054,-0.3066388128325372
24,780.3798795102609,172.17213976363766,306.0490417480469,6.794393539428711,66.96118935118905,10,2006,LW,300.7438588317045,114022.39866666666,91841.81333333334,102279.993,-1.5608812326141897,-0.005555336186713
25,1260.4575443877577,61.85159670870658,304.2342529296875,5.868872165679932,26.98791269294616,1,2007,R,926.445091110858,174041.59,155776.61333333334,165442.08666666667,-1.4335740424339427,-0.2278648469356784
26,1456.9103739805346,27.84105500279981,282.4901123046875,5.556675434112549,18.92110865835425,4,2007,HW,821.9870597623232,221314.50666666668,207247.00333333333,214941.80666666667,-1.350315863550783,-0.1913839760876384
27,1384.275434260379,30.92126281913042,286.11883544921875,5.342865943908691,16.12332957259675,7,2007,F,160.55973655509152,197902.23,164763.87,181908.68666666668,-1.3675172346761282,-0.3756536340877751
28,731.1720044671265,204.41454212006505,306.0490417480469,8.262507438659668,48.359092825127625,10,2007,LW,359.6130593226495,118479.09333333334,97167.71866666668,106080.625,-1.29362010113083,-0.1778247810747035
29,1526.4333128186224,23.161374887972205,283.6737365722656,5.342865943908691,16.451035341192163,4,2008,HW,989.293053468457,236698.8866666667,228918.78666666665,233604.46666666667,-1.0658561404382956,-0.2290836048759917
30,1465.6984778656893,29.23898694787641,240.18966674804688,6.123204708099365,10.326765399202868,7,2008,F,138.49516892774562,204120.36666666667,167134.51833333334,186126.87,-1.4277537647006724,-0.3246582536954935
31,860.4150528157368,203.1069637674612,306.0490417480469,10.295536041259766,56.74396287420724,10,2008,LW,459.2467798960026,124686.03333333333,105935.96333333332,113707.08166666668,-0.6897530315815686,0.0913066457915238
32,1517.4458909192624,27.106356997820058,282.4901123046875,5.342865943908691,15.752623443912071,4,2009,HW,1051.038904842617,255990.06,247237.97666666663,251405.03,-1.4770111340390977,-0.0581752131831631
33,1612.677713463945,23.1537102191418,217.16981506347656,5.80126428604126,9.254636883015795,7,2009,F,86.74428571682259,229574.3333333333,195799.25333333333,214018.62,-2.326608092554154,-0.1862788135016679
34,697.9323593705454,208.85483551069376,306.0490417480469,8.120428085327148,62.04547165976783,10,2009,LW,181.68855384574368,120186.06,87213.59066666667,101393.62533333332,-2.102162418423521,-0.1755595979499073
35,1136.7016768675087,61.423191787175135,296.4863586425781,6.049108028411865,33.58426550465536,1,2010,R,555.4579053201323,167255.6133333333,146566.57666666666,157531.69999999998,-1.7180567609921849,-0.4097472629301314
36,1339.3652504201366,21.087714494024585,282.4901123046875,5.342865943908691,14.065599409661464,4,2010,HW,827.9931114744704,222133.63333333333,204984.5,214407.53333333333,-1.119110670404757,-0.0890811830867716
37,1311.9030401967916,36.40715773631047,275.3512878417969,5.401381969451904,15.969372172849251,7,2010,F,251.11394281676752,184469.85333333336,144748.22,164871.45333333334,-1.202828480527074,-0.5924124443976251
38,1382.5960654829078,25.660973742658705,282.4901123046875,5.595171451568604,13.574615003191465,4,2011,HW,748.277829146789,234810.78000000003,220627.73,228615.13,-1.3559332809234936,-0.1323680480469222
39,1428.5341301757528,27.141491980384533,282.4901123046875,5.67499589920044,10.679480059047147,7,2011,F,166.40860743250144,202735.5833333333,161879.392,183460.73666666663,-1.8340861972017315,-0.4016784822969126
40,1516.9546202460049,25.572414884839347,282.4901123046875,5.80126428604126,14.330076198060675,4,2012,HW,497.30540867115326,250435.72,239306.59333333332,245843.2033333333,-1.6098435941435232,0.0346627037799556
41,1539.0055669303365,25.8110294366323,230.9849548339844,5.342865943908691,8.558269388566508,7,2012,F,280.3389114215056,209583.8,170917.05000000002,190844.35333333336,-1.7992322617463954,-0.1402226834563976
42,591.6430551326449,206.1592690190921,306.0490417480469,6.797945976257324,51.665218078340544,10,2012,LW,311.255395802873,103124.01666666666,83965.365,91553.15333333332,-1.5858005139383402,0.2453021536030782
43,1527.5551192084192,20.5482971732584,282.4901123046875,5.342865943908691,11.28482839115408,4,2013,HW,694.7498790634468,244073.84333333332,231235.13,238406.25666666668,-1.593615671095814,-0.1296353352068189
44,1507.487071285851,27.49758785828893,282.4901123046875,5.487191200256348,11.70745268084046,7,2013,F,361.81911536861895,211749.64,184544.5433333333,198920.32,-1.2938876354334976,-0.3011260164344662
45,1042.044654708159,96.93273913895432,299.7299194335937,6.642884254455566,52.52682265263447,10,2013,LW,389.52621613010245,138642.28333333333,114714.95833333331,126441.51,-1.1766086337962167,-0.0750258515154108
46,1580.300956896697,22.61111366219789,219.99742126464844,5.2875285148620605,13.17119068124191,4,2014,HW,772.6184108349022,250965.43333333332,240451.69666666663,246520.23,-1.7024898698412088,-0.2509918453351238
47,1583.4154488606057,21.8931340058901,216.640869140625,5.868872165679932,8.769870441344569,7,2014,F,128.19558215843372,227168.93333333332,199453.5,214420.46666666667,-2.228321744751273,-0.3532730131754577
48,985.2053697727464,94.66457800297202,303.24090576171875,7.015099048614502,57.12801492145994,10,2014,LW,209.16228825191692,137114.54666666666,115172.23666666668,125398.89866666666,-1.7814510039686575,0.1872395564319386
49,1083.9028744780796,54.10501303324405,306.0490417480469,5.716544628143311,30.810917412288088,1,2015,R,897.7034016116331,185357.47666666668,159381.27666666667,171978.60333333333,-1.5364336093371045,-0.3907341994110099
50,1556.7299237979832,21.83687913568067,216.90159606933597,5.51995325088501,12.065620815651563,4,2015,HW,648.8056189886557,242776.08,230778.39,238132.84333333332,-1.8811138694043184,-0.2376129445507094
51,1565.388116773584,22.10368651973588,218.86178588867188,5.868872165679932,9.685504508011611,7,2015,F,117.68550950049328,225095.1,198714.64666666664,213218.14,-2.2934617546367173,-0.407629471820206
52,829.9084904297357,180.8740632526597,306.0490417480469,6.6850409507751465,72.75249784300179,10,2015,LW,104.4397042841807,113283.41666666669,84013.26333333332,96568.20166666666,-2.5727307474933734,-0.2314290847202555
53,1388.2745592845326,39.62299214086635,282.4901123046875,5.852083206176758,16.298503635509242,4,2016,HW,728.7347782171717,195952.33666666667,184159.76,191511.0833333333,-1.5998065779809505,-0.08128258712142
54,1372.7260412487697,48.57539683524544,242.5037384033203,5.868872165679932,19.453886162711573,7,2016,F,179.7899776230653,180739.09,153865.68666666668,168726.96333333335,-1.2690774158579945,-0.2755683207958042
55,768.1527080640961,208.21743597275412,304.2342529296875,11.162420272827148,51.19691493128569,10,2016,LW,645.534705178061,107452.83333333331,93308.11666666664,97350.29,-1.3402386063203129,0.1061630588739116
56,1106.3916473157649,65.66921891702691,306.0490417480469,5.342865943908691,44.56432785263114,1,2017,R,1068.1364048205444,193133.41666666663,157537.38666666666,176281.79666666666,-1.2816420615927488,-0.4908541197431756
57,1486.710722273487,21.57669413751263,282.4901123046875,5.487191200256348,17.69505374759135,4,2017,HW,523.0460520064238,238938.84666666668,228577.71666666667,234113.66666666663,-1.4947511720193822,-0.289742639722013
58,1465.9842375528815,26.765213397586653,274.2379455566406,5.881446838378906,10.923696566961343,7,2017,F,153.89281894942678,196530.41666666663,155997.01666666666,176999.91666666666,-1.7377979830407524,-0.4633738757420937
59,727.432806265263,202.75158976914855,306.0490417480469,19.48335075378418,49.79092648058735,10,2017,LW,258.03960972083223,107802.65333333332,94915.67333333334,101308.84,-1.5747961730978783,-0.008309632721294
60,1076.2911437994255,58.51637684018039,282.7364501953125,5.898027896881104,27.69147783797194,1,2018,R,737.4050825370737,175566.32666666666,152921.78333333333,165068.40666666668,-1.3331859540511977,-0.5629946208308709
61,1422.8912203205166,21.9191387429906,217.6259613037109,5.733511924743652,13.9211837352394,4,2018,HW,827.5806640647439,221297.2033333333,209619.1433333333,216048.55666666664,-1.3534016582392043,-0.3148258339038255
62,1415.8447005215914,19.468524931045422,216.640869140625,5.80126428604126,9.132717349482313,7,2018,F,258.559921865453,203083.0833333333,178241.08333333334,191526.4233333333,-1.5353662631693288,-0.456228141638988
63,816.9178145145135,173.033619325068,298.0132751464844,9.400065422058104,66.87423755132905,10,2018,LW,426.6644896913272,130955.13333333336,94245.91666666669,111457.95666666668,-1.752077150123998,-0.2668137548132551
64,1283.1954287219369,52.29826259227585,298.89215087890625,5.972805500030518,21.55826486435021,1,2019,R,867.7197822751887,198040.41333333333,175564.02000000002,186569.32666666663,-1.6565291938446514,-0.5136690938163431
65,1417.6842744644446,19.03227913199088,217.0749664306641,5.401381969451904,13.803993167041629,4,2019,HW,720.1761807787766,240509.15666666665,229641.81333333327,235646.69666666663,-1.7553741070881614,-0.3177049232882453
66,1482.1809800179833,18.263308481446185,218.4886932373047,5.733511924743652,9.25423850119173,7,2019,F,127.8831811211788,215776.0166666667,184899.43,202569.7233333333,-1.7036009623474653,-0.3841521021476307
67,921.8223100224473,102.02514206231103,306.0490417480469,6.701792240142822,59.530293528361184,10,2019,LW,462.6974478386259,135588.47333333333,107729.31333333334,117908.505,-1.2090911217687608,0.0430519010460617
68,1335.5829489994217,47.75371035633977,243.5839385986328,5.597198486328125,17.74368108257112,1,2020,R,771.4394369093216,186606.3733333333,168109.31333333332,177699.61000000002,-1.4655580234000776,-0.5494189830992925
69,1403.435240878051,19.873024570218373,230.5273284912109,5.67499589920044,12.993772437088868,4,2020,HW,867.3611978618408,228753.25666666668,216982.49,223581.94000000003,-1.121451345960205,-0.2029719314524662
70,1394.8962547089277,19.164590027866257,217.36019897460935,5.67499589920044,8.774552342747299,7,2020,F,138.0825952937747,202471.3,164457.67,185047.3866666667,-1.697359542150909,-0.3340392152631134
71,821.724967283314,184.9864814946864,305.0556945800781,8.807524681091309,63.06283128026474,10,2020,LW,368.05210590237607,108417.21,88246.90000000001,95906.76666666666,-1.4543881826396023,-0.2305426667671758
72,1093.3088247364974,61.340301476380105,304.2342529296875,5.784241199493408,36.430000537626135,1,2021,R,1012.4551739986688,200623.56666666665,167182.44666666668,184382.64666666664,-1.2105754936955306,-0.4571621476915835
73,1544.202690772171,18.72965608663101,216.90159606933597,5.597198486328125,14.526608730239484,4,2021,HW,549.4601544712285,252377.36666666667,242791.04,247663.29,-1.212713221588705,-0.2414808282136499
74,1539.9153565680012,21.945957890140825,216.640869140625,5.597198486328125,9.261529720222446,7,2021,F,244.2155836783343,226970.19000000003,196080.69333333333,212379.57333333333,-1.1902361555087206,-0.3870496856823917
75,1036.4536651414385,107.08521757735248,302.4209289550781,6.428311824798584,55.54495367136191,10,2021,LW,564.7531818418045,,,,-1.0571420194068764,-0.1828656793092005
76,1330.3703741265883,47.92539251536977,296.4863586425781,5.846163272857666,19.81035409674124,1,2022,R,1115.1973199776648,211572.38,185956.98,198530.18333333332,-1.1239651890197335,-0.4736983532140402
77,1581.8749966002758,19.999675293307515,217.0749664306641,5.844900131225586,15.738328068116306,4,2022,HW,766.2470926943402,271516.5266666667,258666.73666666663,266835.8433333333,-1.1691870385658014,-0.2186674068642893
78,1544.6632979693632,19.139411431183643,217.12896728515625,5.819321632385254,8.658946837444299,7,2022,F,181.76287100419495,231573.24666666667,192735.22,214150.52666666664,-1.7728174984604006,-0.5046574590677774
79,725.4972554661615,176.59049454130417,306.0490417480469,6.333446979522705,71.57193960331979,10,2022,LW,413.1680077888616,117755.37333333334,91395.18666666666,102406.548,-1.1249333395314485,-0.2347941795322722
80,1287.6160641720653,47.29845421951944,283.12060546875,5.868872165679932,20.10878860387064,1,2023,R,903.4810783279692,182737.57666666663,147524.15,164682.75999999998,-1.298275916980718,-0.4584580140671632
81,1404.2962048977622,19.596015648586864,218.76956176757807,5.67499589920044,11.732605773479362,4,2023,HW,490.8292603620102,230351.56333333327,220546.96666666667,226643.21666666667,-1.4868986565646238,-0.1806828856323926
82,1393.7331065810206,27.69130328268878,233.44644165039065,5.80126428604126,10.494393513461056,7,2023,F,80.88350904670669,193004.14666666664,150315.09666666665,174020.01866666667,-2.135299824394284,-0.3194597863391157
83,463.7864513067248,208.96830536960283,306.0490417480469,6.781344413757324,61.41825886096975,10,2023,LW,173.82440003377275,86783.28,63105.94966666666,71733.41133333334,-2.151992095920097,-0.0815616454182367
84,949.0246206829823,36.72279188982306,306.0490417480469,5.868872165679932,20.21438586167157,1,2024,R,875.2572579737579,150532.34333333332,127500.92666666668,140132.01666666666,-1.783048432851979,-0.2818904071931712
85,1296.697902559032,32.58017597525911,282.4901123046875,5.7549729347229,18.71388661279804,4,2024,HW,924.9663542761708,199498.36,171633.06,185468.0,-1.5096895376793134,-0.3537608636911036
86,1268.9244081845395,39.45889234137901,226.2398376464844,5.868872165679932,12.820445949268205,7,2024,F,72.88973554362086,,,,-2.080815995346964,-0.464605125333971
87,390.82637899074655,198.9158257869487,306.0490417480469,6.048137187957764,66.0960925614393,10,2024,LW,306.11447686082863,61237.44,50618.246,54955.098,-1.7583239866216036,-0.0943652219027958
