DATE,Local Time,TIME UTC,DEPTH CLASS,LATITUDE,LONGITUDE,LOCATION,SAMPLE SITE,WATER PERIOD,MISSION,TOTAL DEPTH,SAMPLING DEPTH,pH,TEMPERATURE,CONDUTIVITY,ODO ,ODO_SAT,TURBIDITY,CHLOROPHYLL,ALKALINITY,SECCHI,SPM,AH - 250nm,AH - 254nm,AH - 365nm,AH - 430nm,AH - 750nm,TOC,POC,DOC,SILICA,P TOTAL,P ORTHOPHOSPHATE,P HYDROLYZABLE,P ORGANIC,N TOTAL,N TOTAL DISSOLVED,N AMMONIA,N NITRATE,N NITRITE,CHLOROPHYLL A,CHLOROPHYLL B,CHLOROPHYLL B,FHEOPHYTIN A,,
5/29/2014,11:50,,2,-2.1333,-55.4888,GP,15,HW,III,NaN,1.60,6.7,29.2,41.0,4.8,62.2,20.8,0.6,15.92,NaN,21.14,0.142,0.112,0.032,0.011,0.001,4.545,1.086,3.459,2.300,0.060,0.025,0.092,0.069,0.319,0.259,0.003,0.130,0.009,4.365,1.126,1.750,"< 0,001",,
5/29/2014,11:50,,3,-2.1333,-55.4888,GP,15,HW,III,NaN,6.00,6.7,29.2,41.0,4.7,60.9,22.0,0.6,15.76,NaN,20.86,0.121,0.106,0.034,0.018,0.005,4.689,1.664,3.025,2.270,0.089,0.040,0.074,0.071,0.320,0.265,0.054,0.125,0.006,2.167,2.311,8.235,22.175,,
5/29/2014,15:00,,2,-2.0376,-55.4864,SN,17,HW,III,NaN,2.00,6.5,30.4,43.0,2.5,32.9,11.7,0.8,20.72,NaN,11.71,0.103,0.114,0.040,0.020,0.005,3.750,0.698,3.051,1.860,0.062,0.213,0.050,0.045,0.296,0.262,0.087,0.062,0.005,3.445,1.600,3.174,"< 0,001",,
5/29/2014,15:00,,3,-2.0376,-55.4864,SN,17,HW,III,NaN,4.00,6.5,29.0,43.0,1.5,19.7,13.7,0.5,16.75,NaN,12.86,0.149,0.116,0.034,0.014,0.001,4.728,1.099,3.629,2.040,0.070,0.154,0.023,0.057,0.365,0.293,0.068,0.049,0.008,5.056,5.097,10.096,23.993,,
5/30/2014,11:31,,1,-2.1426,-55.6258,PC,22,HW,III,NaN,0.20,6.7,30.1,41.0,4.3,56.5,20.5,0.7,15.97,NaN,20.00,0.120,0.119,0.035,0.020,0.008,3.848,1.103,2.745,2.906,0.072,0.012,0.173,0.072,0.375,0.267,0.008,0.063,0.006,2.434,1.486,2.553,25.538,,
5/30/2014,9:10,,1,-2.0735,-55.6209,PC,23,HW,III,NaN,0.20,6.6,20.5,42.0,2.4,30.9,13.0,0.7,16.51,NaN,12.57,0.152,0.147,0.028,0.008,0.001,4.529,3.403,2.978,3.010,0.105,0.025,0.043,0.050,0.360,0.256,0.055,0.066,"< 0,001",1.798,10.261,"< 0,001",1.181,,
5/30/2014,10:20,,1,-2.1125,-55.6214,PC,24,HW,III,NaN,0.20,6.6,29.6,41.0,3.8,50.3,18.6,0.7,21.16,NaN,19.71,0.157,0.152,0.033,0.013,0.001,4.656,1.651,3.005,2.697,0.092,0.027,0.041,0.038,0.335,0.259,0.042,0.066,"< 0,001",2.179,0.102,0.302,8.088,,
5/30/2014,13:00,,1,-2.2067,-55.6236,PD,25,HW,III,NaN,0.20,6.7,27.4,39.0,4.7,63.1,11.1,1.1,15.53,NaN,12.57,0.135,0.132,0.036,0.020,0.008,2.888,0.394,2.867,2.871,0.076,0.023,0.028,0.084,0.360,0.237,0.016,0.083,"< 0,001",1.198,0.107,0.236,2.545,,
5/30/2014,10:20,,2,-2.1125,-55.6214,PC,24,HW,III,NaN,1.80,6.6,29.1,41.0,3.5,45.4,18.8,0.5,23.43,NaN,19.43,0.136,0.133,0.030,0.012,0.001,2.755,0.407,2.348,2.784,0.100,"< 0,001",0.022,0.078,0.353,0.227,0.027,0.059,0.006,1.656,"< 0,001","< 0,001","< 0,001",,
5/30/2014,10:20,,3,-2.1125,-55.6214,PC,24,HW,III,NaN,7.00,6.6,29.0,41.0,3.3,42.3,20.1,0.5,15.40,NaN,20.57,0.130,0.126,0.028,0.011,0.001,6.101,3.092,3.009,3.080,0.093,0.024,0.032,0.048,0.453,0.186,0.057,0.018,"< 0,001",4.075,0.795,1.406,9.633,,
5/31/2014,13:30,,1,-2.1167,-55.6929,PC,26,HW,III,NaN,0.20,6.7,29.4,41.0,4.4,57.0,27.5,0.6,15.43,NaN,28.86,0.128,0.124,0.026,0.010,0.000,5.093,0.458,4.635,2.871,0.107,"< 0,001",0.041,0.139,0.394,0.232,0.040,0.069,0.007,2.349,0.005,0.098,6.816,,
5/31/2014,14:30,,1,-2.1506,-55.7142,PC,27,HW,III,NaN,0.20,6.6,30.1,40.0,3.5,47.1,7.0,1.0,15.55,NaN,10.29,0.161,0.157,0.034,0.013,0.000,5.166,1.981,3.185,2.854,0.140,0.029,0.065,0.147,0.442,0.314,0.049,0.342,0.007,1.592,0.252,0.759,2.636,,
5/31/2014,11:05,,1,-2.1525,-55.6762,PC,28,HW,III,NaN,0.20,6.6,29.7,40.0,3.7,48.6,8.0,0.7,14.60,NaN,9.14,0.147,0.143,0.030,0.011,0.000,5.884,1.679,4.206,2.871,0.077,"< 0,001",0.027,0.051,0.316,0.257,0.033,0.066,"< 0,001",1.256,0.195,0.606,2.908,,
5/31/2014,12:15,,1,-2.1315,-55.6575,PC,29,HW,III,NaN,0.20,6.7,29.5,41.0,4.4,57.5,25.0,0.7,15.55,NaN,25.14,0.185,0.180,0.036,0.012,0.000,5.676,1.730,3.946,3.036,0.069,"< 0,001",0.028,0.084,0.314,0.260,0.015,0.046,"< 0,001",0.737,0.161,0.315,"< 0,001",,
5/31/2014,10:00,,1,-2.1784,-55.6332,PD,36,HW,III,NaN,0.20,6.7,29.6,39.0,4.3,56.2,11.6,0.7,13.79,NaN,12.86,0.163,0.158,0.032,0.010,0.000,5.127,1.483,3.644,2.923,0.048,"< 0,001",0.035,0.043,0.396,0.247,0.032,0.076,"< 0,001",1.872,0.908,1.733,"< 0,001",,
6/1/2014,14:00,,1,-2.1572,-55.8052,SL,30,HW,III,NaN,0.20,6.6,29.9,40.0,3.5,46.8,14.1,0.7,NaN,NaN,13.71,0.193,0.187,0.039,0.014,0.001,4.374,0.225,4.149,2.793,0.050,"< 0,001",0.011,0.039,0.277,0.208,0.010,0.043,"< 0,001",15.479,1.953,4.057,65.526,,
6/1/2014,11:00,,1,-2.2200,-55.8084,SL,31,HW,III,NaN,0.20,6.5,30.3,34.0,3.0,39.9,< LD,1.5,NaN,NaN,4.17,0.176,0.171,0.035,0.011,0.000,4.799,1.314,3.485,2.880,0.053,"< 0,001",0.007,0.093,0.292,0.231,0.011,0.037,"< 0,001",5.376,0.767,"< 0,001",14.359,,
6/1/2014,10:30,,1,-2.2016,-55.7928,SL,32,HW,III,NaN,0.20,6.6,22.4,37.0,4.2,55.6,4.2,1.2,NaN,NaN,4.00,0.173,0.169,0.037,0.014,0.000,5.906,1.866,4.040,2.758,0.067,"< 0,001",0.013,0.110,0.425,0.253,0.053,0.019,"< 0,001",2.661,0.283,0.831,7.998,,
6/1/2014,13:00,,1,-2.1774,-55.8063,SL,33,HW,III,NaN,0.20,6.6,29.7,39.0,2.9,39.2,12.0,0.6,NaN,NaN,11.56,0.178,0.170,0.038,0.015,0.001,5.908,1.799,4.110,2.497,0.065,"< 0,001",0.019,0.046,0.298,0.234,0.036,0.057,"< 0,001",1.876,"< 0,001",0.241,5.635,,
6/1/2014,15:24,,1,-2.1625,-55.7650,SL,34,HW,III,NaN,0.20,6.5,27.3,39.0,2.9,38.5,12.6,0.7,NaN,NaN,9.43,0.166,0.161,0.031,0.010,0.000,3.894,0.339,4.364,2.758,0.081,"< 0,001",0.009,0.071,0.368,0.232,0.048,0.053,"< 0,001",1.062,0.088,0.286,"< 0,001",,
6/1/2014,13:00,,1,-2.1425,-55.8994,SL,35,HW,III,NaN,0.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.00,0.120,0.117,0.024,0.007,0.000,5.693,2.544,3.150,2.619,0.108,"< 0,001",0.028,0.163,0.249,0.164,0.060,0.021,"< 0,001",1.678,1.418,3.241,0.182,,
6/1/2014,13:00,,2,-2.1774,-55.8063,SL,33,HW,III,NaN,1.80,6.5,29.3,39.0,2.4,31.7,14.3,0.5,NaN,NaN,8.44,0.175,0.172,0.037,0.013,0.000,5.243,1.100,4.143,2.871,0.058,"< 0,001",0.016,0.086,0.249,0.206,0.024,0.066,"< 0,001",0.455,0.009,0.087,"< 0,001",,
6/1/2014,13:00,,3,-2.1774,-55.8063,SL,33,HW,III,NaN,7.00,6.5,29.2,39.0,2.4,31.5,16.3,0.5,NaN,NaN,16.29,0.174,0.169,0.037,0.014,0.001,3.816,0.449,3.367,2.761,0.044,"< 0,001",0.010,0.071,0.288,0.187,0.045,0.043,"< 0,001",1.164,0.191,0.684,1.363,,
6/2/2014,9:20,,2,-2.1738,-55.5981,PD,21,HW,III,NaN,1.80,6.6,29.2,41.0,4.0,51.9,24.2,0.7,NaN,NaN,13.14,0.112,0.111,0.028,0.011,0.001,4.146,2.170,2.765,2.020,0.054,"< 0,001",0.027,0.061,0.307,0.227,0.011,0.034,0.009,0.847,"< 0,001",0.204,"< 0,001",,
6/2/2014,9:20,,3,-2.1738,-55.5981,PD,21,HW,III,NaN,7.00,6.6,29.1,41.0,3.8,49.3,24.5,0.6,NaN,NaN,13.14,0.149,0.145,0.039,0.021,0.008,2.249,"< 0,001",2.671,2.250,0.053,"< 0,001",0.037,0.064,0.330,0.260,0.048,0.049,0.013,3.572,"< 0,001","< 0,001","< 0,001",,
6/2/2014,10:20,,1,-2.1511,-55.5658,PC,20,HW,III,NaN,0.20,6.6,29.3,40.0,3.3,43.7,11.1,0.7,NaN,NaN,25.71,0.190,0.158,0.055,0.034,0.012,5.279,2.047,3.937,2.120,0.082,0.005,0.019,0.099,0.417,0.337,0.037,0.120,0.004,2.401,0.424,0.672,"< 0,001",,
6/2/2014,9:20,,1,-2.1738,-55.5981,PD,21,HW,III,NaN,0.20,6.7,29.3,41.0,4.2,54.9,23.9,0.9,NaN,NaN,11.71,0.147,0.145,0.042,0.022,0.007,5.007,1.240,3.767,2.140,0.059,"< 0,001",0.010,0.052,0.326,0.241,0.024,0.049,0.006,3.600,"< 0,001",0.173,15.541,,
6/2/2014,12:37,,1,-2.1159,-55.4471,GP,47,HW,III,NaN,0.20,6.7,31.7,42.0,4.0,53.9,10.6,1.6,NaN,NaN,11.43,0.215,0.211,0.051,0.020,0.001,5.312,2.128,3.184,2.210,0.104,"< 0,001",0.018,0.087,0.346,0.296,0.053,0.014,0.004,3.445,1.600,3.174,"< 0,001",,
6/2/2014,12:00,,1,-2.0458,-55.4319,SN,48,HW,III,NaN,0.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.43,0.130,0.126,0.028,0.011,0.001,2.888,0.394,2.867,2.610,0.050,"< 0,001",0.011,0.039,0.314,0.245,0.007,0.066,0.010,5.056,5.097,10.096,23.993,,
6/3/2014,12:30,,1,-2.2058,-55.3472,LG,5,HW,III,NaN,0.20,6.9,29.8,41.0,5.6,74.0,19.2,0.9,NaN,NaN,18.11,0.128,0.102,0.029,0.012,0.001,5.263,1.813,3.450,1.820,0.051,0.009,0.051,0.038,0.389,0.284,0.204,0.081,0.004,4.191,0.569,0.846,11.906,,
6/3/2014,14:50,,1,-2.3071,-55.3733,LG,37,HW,III,NaN,0.20,6.8,27.9,37.0,5.6,74.9,2.1,1.6,NaN,NaN,NaN,0.166,0.160,0.032,0.012,0.001,3.695,0.442,4.311,2.949,0.034,"< 0,001",0.009,0.025,0.475,0.366,0.019,0.121,0.009,12.915,2.977,5.791,43.532,,
6/3/2014,13:40,,1,-2.2552,-55.3767,LG,38,HW,III,NaN,0.20,6.9,30.3,40.0,5.5,73.1,14.1,1.2,NaN,NaN,14.46,0.161,0.156,0.040,0.017,0.001,3.841,0.791,3.050,2.941,0.057,"< 0,001",0.022,0.035,0.380,0.236,0.032,0.113,"< 0,001",4.091,0.172,0.279,6.089,,
6/3/2014,11:10,,1,-2.1733,-55.3729,GP,39,HW,III,NaN,0.20,6.7,29.5,41.0,4.5,59.2,18.3,0.8,NaN,NaN,17.66,0.176,0.171,0.040,0.018,0.005,5.196,1.516,3.681,3.028,0.039,0.035,0.019,0.005,0.299,0.246,0.018,0.080,0.022,0.658,0.016,0.208,1.818,,
6/3/2014,10:10,,1,-2.1351,-55.3706,GP,40,HW,III,NaN,0.20,6.6,29.1,43.0,3.6,47.0,18.7,0.5,NaN,NaN,26.74,0.189,0.184,0.051,0.028,0.010,5.144,1.811,3.333,3.028,0.036,"< 0,001",0.028,0.031,0.288,0.214,0.092,0.071,0.006,0.907,0.065,0.110,"< 0,001",,
6/3/2014,9:20,,1,-2.1137,-55.3706,GP,41,HW,III,NaN,0.20,6.6,28.7,43.0,3.3,42.9,22.0,0.5,NaN,NaN,31.14,0.198,0.191,0.043,0.017,0.002,4.035,1.659,2.376,3.141,0.076,"< 0,001",0.028,0.049,0.334,0.273,0.052,0.074,"< 0,001",2.662,0.095,0.058,"< 0,001",,
6/3/2014,13:40,,2,-2.2552,-55.3767,LG,38,HW,III,NaN,2.20,6.8,30.0,40.0,5.1,68.0,14.0,1.0,NaN,NaN,13.60,0.177,0.166,0.032,0.011,0.000,2.968,0.010,3.510,2.880,0.041,"< 0,001",0.018,0.023,0.328,0.254,0.010,0.134,0.006,4.108,0.455,0.822,"< 0,001",,
6/3/2014,13:40,,3,-2.2552,-55.3767,LG,38,HW,III,NaN,7.00,6.7,29.7,40.0,4.5,59.3,17.7,0.7,NaN,NaN,16.23,0.166,0.161,0.032,0.010,0.000,5.194,1.804,3.390,2.845,0.045,"< 0,001",0.015,0.030,0.320,0.280,0.018,0.105,0.010,1.941,0.184,0.581,19.903,,
6/3/2014,13:00,,1,-1.9904,-55.5237,LG,50,HW,III,NaN,0.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.147,0.112,0.032,0.014,0.003,5.166,1.981,3.185,2.610,0.067,"< 0,001",0.013,0.110,0.277,0.208,0.010,0.043,0.006,1.941,0.184,0.581,19.903,,
6/3/2014,10:10,,2,-2.1351,-55.3706,GP,40,HW,III,NaN,1.80,6.6,29.0,43.0,3.4,44.5,16.9,0.6,NaN,NaN,14.94,0.162,0.159,0.037,0.015,0.001,5.085,1.484,3.601,2.775,0.044,0.025,0.002,0.030,0.295,0.248,0.014,0.069,0.007,10.489,0.828,1.096,19.176,,
6/3/2014,10:10,,3,-2.1351,-55.3706,GP,40,HW,III,NaN,7.00,6.6,28.9,43.0,3.0,39.1,19.5,0.6,NaN,NaN,19.34,0.164,0.161,0.040,0.017,0.002,2.907,0.473,3.232,3.071,0.045,"< 0,001",0.002,0.043,0.339,0.259,0.009,0.096,0.008,8.249,0.537,1.355,25.265,,
6/4/2014,11:45,,2,-2.2217,-55.2702,LG,4,HW,III,NaN,1.60,6.8,29.7,41.0,5.2,68.4,16.7,0.8,NaN,NaN,16.17,0.161,0.136,0.036,0.016,0.002,4.976,0.543,4.713,2.360,0.093,0.026,0.047,0.101,0.514,0.411,0.202,0.116,0.005,1.628,"< 0,001",0.191,"< 0,001",,
6/4/2014,11:45,,3,-2.2217,-55.2702,LG,4,HW,III,NaN,7.00,6.8,29.6,41.0,5.0,66.2,17.0,0.8,NaN,NaN,17.23,0.122,0.129,0.047,0.025,0.004,5.871,2.532,3.339,2.020,0.068,"< 0,001",0.043,0.047,0.435,0.313,0.167,0.078,0.004,3.719,0.717,1.173,"< 0,001",,
6/4/2014,13:00,,1,-2.2454,-55.2407,LG,2,HW,III,NaN,0.20,6.9,30.7,37.0,5.8,77.9,3.6,1.2,NaN,NaN,6.00,0.134,0.099,0.039,0.022,0.009,4.847,2.261,2.586,1.960,0.058,0.027,0.024,0.034,0.342,0.188,0.030,0.113,0.069,2.259,1.617,1.056,2.636,,
6/4/2014,11:45,,1,-2.2217,-55.2702,LG,4,HW,III,NaN,0.20,6.9,29.8,41.0,5.4,70.7,16.4,0.9,NaN,NaN,15.49,0.148,0.126,0.036,0.018,0.003,6.213,1.909,4.304,1.330,0.069,0.021,0.039,0.058,0.492,0.407,0.125,0.093,0.275,3.564,0.170,0.447,12.814,,
6/4/2014,16:15,,1,-2.1660,-55.2332,LG,42,HW,III,NaN,0.20,6.6,30.1,43.0,4.4,58.5,20.2,0.6,NaN,NaN,19.69,0.189,0.184,0.040,0.015,0.001,3.470,0.806,4.027,2.993,0.038,"< 0,001",0.003,0.037,0.293,0.272,0.016,0.088,0.008,6.097,0.167,0.537,"< 0,001",,
6/4/2014,15:00,,1,-2.2035,-55.2361,LG,43,HW,III,NaN,0.20,7.0,30.8,41.0,6.7,89.5,17.6,2.7,NaN,NaN,17.34,0.173,0.169,0.035,0.012,0.000,5.911,1.686,4.225,3.141,0.044,"< 0,001",0.003,0.041,0.361,0.292,0.017,0.114,"< 0,001",17.038,1.083,1.362,60.709,,
6/4/2014,15:00,,2,-2.2035,-55.2361,LG,43,HW,III,NaN,1.40,6.9,29.9,41.0,5.3,69.4,17.1,0.8,NaN,NaN,16.49,0.208,0.203,0.062,0.036,0.015,5.410,2.564,4.161,3.219,0.034,"< 0,001",0.004,0.030,0.319,0.268,0.014,0.075,"< 0,001",1.567,0.358,0.257,4.635,,
6/4/2014,15:00,,3,-2.2035,-55.2361,LG,43,HW,III,NaN,7.00,6.7,29.3,41.0,4.8,62.1,24.8,0.8,NaN,NaN,21.43,0.119,0.117,0.025,0.010,0.000,5.846,3.325,2.521,3.045,0.058,"< 0,001",0.015,0.043,0.342,0.336,0.036,0.057,0.012,2.401,0.424,0.672,"< 0,001",,
6/4/2014,13:45,,1,-2.2790,-55.2247,LG,49,HW,III,NaN,0.20,6.9,31.3,36.0,6.5,88.4,3.2,3.1,NaN,NaN,2.33,0.135,0.132,0.036,0.020,0.008,5.093,0.458,4.635,2.532,0.053,"< 0,001",0.007,0.093,0.295,0.248,0.014,0.069,0.022,4.164,0.616,0.883,8.452,,
6/5/2014,15:20,,2,-2.2509,-55.1453,LG,1,HW,III,NaN,2.00,6.8,30.0,40.0,5.4,71.2,13.7,0.8,NaN,NaN,13.03,0.147,0.112,0.032,0.014,0.003,3.540,0.310,3.665,1.940,0.041,"< 0,001",0.024,0.024,0.372,0.269,0.084,0.129,0.035,4.902,4.801,9.555,6.634,,
6/5/2014,15:20,,3,-2.2509,-55.1453,LG,1,HW,III,NaN,6.00,6.8,29.9,40.0,5.3,69.8,18.1,0.9,NaN,NaN,23.43,0.157,0.123,0.035,0.015,0.003,4.664,2.070,3.385,2.220,0.050,0.018,0.017,0.027,0.338,0.298,0.044,0.123,0.004,4.144,"< 0,001","< 0,001",6.725,,
6/5/2014,15:20,,1,-2.2509,-55.1453,LG,1,HW,III,NaN,0.20,6.9,30.3,40.0,5.7,76.0,11.3,1.0,NaN,NaN,11.83,0.180,0.144,0.044,0.021,0.007,5.187,1.978,4.008,2.090,0.061,"< 0,001",0.055,0.019,0.387,0.292,0.020,0.105,0.010,3.070,0.147,"< 0,001",3.544,,
6/5/2014,12:30,,1,-2.1970,-55.2995,LG,3,HW,III,NaN,0.20,6.8,29.8,42.0,4.6,60.6,10.1,0.8,NaN,NaN,9.89,0.157,0.126,0.034,0.014,0.001,5.063,1.278,3.785,2.190,0.062,0.004,0.048,0.053,0.390,0.308,0.069,0.165,0.225,2.318,0.074,0.316,3.908,,
6/5/2014,8:40,,1,-2.2390,-55.3392,LG,6,HW,III,NaN,0.20,7.0,29.5,41.0,5.6,73.9,19.6,0.8,NaN,NaN,18.60,0.187,0.165,0.070,0.049,0.021,5.640,1.722,3.918,2.290,0.061,"< 0,001",0.043,0.042,0.528,0.451,0.163,0.073,0.009,1.664,0.257,0.406,"< 0,001",,
6/5/2014,14:10,,1,-2.2230,-55.1990,LG,44,HW,III,NaN,0.20,6.9,30.0,41.0,6.0,79.3,16.2,0.9,NaN,NaN,14.46,0.165,0.160,0.034,0.012,0.000,5.390,3.220,3.878,3.010,0.039,"< 0,001",0.003,0.038,0.285,0.264,0.038,0.099,0.023,3.600,"< 0,001",0.173,15.541,,
6/5/2014,17:00,,1,-2.2428,-55.0661,LG,45,HW,III,NaN,0.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.73,0.173,0.170,0.042,0.017,0.001,3.198,0.032,3.948,2.340,0.054,"< 0,001",0.010,0.044,0.294,0.276,0.078,0.046,"< 0,001",0.847,"< 0,001",0.204,"< 0,001",,
6/5/2014,17:00,,1,-2.1804,-55.0164,AM,46,HW,III,NaN,0.20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.06,0.181,0.176,0.037,0.014,0.000,3.442,0.216,4.310,3.219,0.052,"< 0,001",0.013,0.039,0.417,0.331,0.019,0.061,0.005,3.572,"< 0,001","< 0,001",28.446,,
11/26/2014,12:00,,1,-2.1715,-55.8060,SL,30,LW,IV,0.80,0.20,NaN,33.4,NaN,NaN,NaN,NaN,NaN,9.76,0.20,251.33,0.191,0.187,0.068,0.046,0.025,3.147,0.427,2.720,3.950,0.034,0.011,0.140,"< 0,0001",0.390,0.350,0.057,0.068,0.009,7.043,1.660,1.470,"< 0,01",,
11/26/2014,12:30,,1,-2.2160,-55.8087,SL,31,LW,IV,0.80,0.20,6.9,32.9,23.0,6.8,94.5,319.6,3.1,9.76,0.20,268.67,0.146,0.142,0.036,0.019,0.006,3.399,0.246,3.153,4.660,0.042,0.307,0.135,"< 0,0001",0.458,0.318,0.208,0.216,0.008,13.177,1.329,1.060,27.719,,
11/26/2014,12:20,,1,-2.1780,-55.8076,SL,33,LW,IV,1.20,0.20,7.1,31.1,37.0,6.1,82.7,252.3,1.2,9.76,0.20,226.67,0.141,0.137,0.035,0.018,0.006,2.759,0.188,2.571,3.180,0.047,0.025,0.148,"< 0,0001",0.313,0.278,0.007,0.213,0.007,5.461,1.382,1.961,5.453,,
11/26/2014,13:00,,1,-2.1739,-55.7625,SL,34,LW,IV,0.80,0.20,8.2,32.0,43.0,7.9,108.1,183.1,2.5,10.07,0.25,258.67,0.180,0.176,0.064,0.044,0.023,2.755,0.152,2.603,3.420,0.034,0.004,0.205,"< 0,0001",0.334,0.300,0.077,0.287,0.006,8.405,1.036,1.278,"< 0,01",,
11/27/2014,11:25,,1,-2.1424,-55.6257,PC,22,LW,IV,1.06,0.20,8.2,30.9,51.2,7.7,104.2,146.7,3.0,12.51,0.25,124.67,0.178,0.174,0.042,0.022,0.008,4.004,0.533,3.471,3.650,0.033,"< 0,0001",0.098,"< 0,0001",0.463,0.336,0.231,0.141,0.006,17.354,3.754,3.497,27.265,,
11/27/2014,10:30,,1,-2.0933,-55.6216,PC,23,LW,IV,1.03,0.20,8.2,32.0,43.0,7.9,108.1,183.1,2.5,18.91,0.23,194.00,0.207,0.202,0.055,0.033,0.014,3.809,0.256,3.553,2.770,0.022,0.015,0.064,"< 0,0001",0.416,0.317,0.155,0.048,0.007,15.559,1.330,2.299,27.492,,
11/27/2014,11:05,,1,-2.1125,-55.6214,PC,24,LW,IV,1.05,0.20,7.9,30.7,52.0,7.5,100.4,221.4,2.9,18.91,0.25,187.33,0.175,0.170,0.038,0.019,0.006,3.853,0.465,3.388,3.300,0.045,0.000,0.102,"< 0,0001",0.425,0.300,0.183,0.043,0.005,11.094,0.888,1.656,"< 0,01",,
11/27/2014,12:35,,1,-2.2027,-55.6251,PD,25,LW,IV,0.45,0.20,NaN,33.4,NaN,NaN,NaN,NaN,NaN,12.81,0.18,132.67,0.170,0.166,0.049,0.030,0.013,3.524,0.539,2.985,3.780,0.056,0.011,0.088,"< 0,0001",0.358,0.319,0.212,0.025,0.013,20.432,3.143,2.873,66.117,,
11/27/2014,12:00,,1,-2.2176,-55.6312,PD,36,LW,IV,1.40,0.20,NaN,31.2,NaN,NaN,NaN,NaN,NaN,10.07,0.37,196.67,0.164,0.159,0.042,0.024,0.009,3.160,0.191,2.969,3.590,0.035,0.010,0.217,"< 0,0001",0.347,0.318,0.214,0.099,0.007,8.335,2.465,2.746,644.353,,
11/28/2014,11:50,,1,-2.2514,-55.5446,PQ,7,LW,IV,1.40,0.20,8.3,31.2,38.0,8.0,108.5,89.2,4.7,9.76,0.38,76.40,0.222,0.214,0.059,0.035,0.016,6.242,1.416,4.826,3.550,0.052,0.018,0.102,"< 0,0001",0.645,0.581,0.235,0.085,0.005,43.522,3.713,5.306,19.767,,
11/28/2014,12:10,,1,-2.2403,-55.5829,PQ,8,LW,IV,1.40,0.20,8.2,31.7,31.0,8.2,112.2,145.5,5.3,9.76,0.22,148.50,0.190,0.184,0.041,0.019,0.005,5.811,0.692,5.119,4.800,0.041,"< 0,0001",0.084,"< 0,0001",0.705,0.522,0.382,0.083,0.005,47.026,2.926,3.558,"< 0,01",,
11/28/2014,12:40,,1,-2.2596,-55.6239,PQ,9,LW,IV,2.30,0.20,8.6,31.9,25.0,8.9,121.5,76.2,3.1,9.76,0.38,65.20,0.198,0.192,0.056,0.033,0.014,5.584,1.099,4.485,4.820,0.043,"< 0,0001",0.065,"< 0,0001",0.602,0.534,0.309,0.085,0.004,69.802,6.059,6.161,147.229,,
11/28/2014,13:00,,1,-2.2710,-55.5254,PQ,10,LW,IV,1.00,0.20,6.3,31.4,17.0,6.2,84.0,259.0,3.4,9.76,0.16,182.00,0.169,0.165,0.045,0.026,0.010,4.761,0.798,3.963,4.800,0.025,0.009,0.101,"< 0,0001",0.512,0.426,0.398,0.027,0.004,58.251,2.027,5.860,149.501,,
11/28/2014,11:15,,1,-2.2304,-55.4552,PQ,11,LW,IV,1.40,0.20,8.6,31.4,39.0,8.5,114.7,57.4,3.1,9.76,0.37,57.60,0.353,0.346,0.162,0.127,0.064,6.196,1.295,4.901,3.120,0.037,"< 0,0001",0.068,"< 0,0001",0.756,0.732,0.297,0.031,0.009,32.227,3.731,5.126,"< 0,01",,
11/28/2014,10:45,,1,-2.2510,-55.4940,PQ,12,LW,IV,1.00,0.20,9.1,30.6,42.7,9.3,125.3,36.6,3.5,9.76,0.38,37.60,0.336,0.329,0.140,0.106,0.055,7.038,1.051,5.987,3.600,0.043,0.025,0.076,"< 0,0001",0.126,0.107,0.450,0.023,0.004,48.910,3.433,4.996,143.139,,
11/30/2014,12:00,,1,-2.2384,-55.3393,LG,6,LW,IV,2.00,0.20,7.7,31.1,47.0,7.6,102.9,230.7,2.6,11.29,0.20,182.00,0.142,0.138,0.032,0.017,0.007,3.075,0.114,2.961,2.730,0.008,0.004,0.073,"< 0,0001",0.417,0.340,0.198,0.200,0.005,10.811,1.641,1.338,12.723,,
11/30/2014,14:00,,1,-2.2625,-55.4560,PQ,13,LW,IV,1.60,0.20,7.6,31.8,52.0,7.4,101.4,191.1,2.2,18.91,0.20,159.33,0.276,0.274,0.135,0.109,0.066,3.586,0.373,3.213,3.550,0.035,"< 0,0001",0.078,"< 0,0001",0.400,0.307,0.140,0.024,0.005,17.593,1.773,1.014,"< 0,01",,
11/30/2014,13:14,,1,-2.3068,-55.3732,LG,37,LW,IV,1.30,0.20,7.5,31.4,39.0,7.8,105.9,146.0,3.5,10.07,0.20,130.67,0.142,0.138,0.036,0.021,0.009,3.620,0.533,3.087,3.170,0.039,0.033,0.079,"< 0,0001",0.493,0.293,0.200,0.066,0.005,14.107,1.893,0.783,"< 0,01",,
